,Assembly,pident,qcovs,Qval,#Organism Name,Organism Groups,Strain,BioSample,BioProject,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
56,GCA_000360345.1,9,12,21,Staphylococcus aureus M0197,Bacteria;Terrabacteria group;Firmicutes,M0197,SAMN00792140,PRJNA88587,Scaffold,3.0,33.2,,AIWB01,8.0,2835.0,2013-04-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/360/345/GCA_000360345.1_Stap_aure_M0197_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/360/345/GCF_000360345.1_Stap_aure_M0197_V1
57,GCA_000360365.1,9,12,21,Staphylococcus aureus M0200,Bacteria;Terrabacteria group;Firmicutes,M0200,SAMN00809165,PRJNA88937,Scaffold,2.93203,33.0,,AJCG01,13.0,2780.0,2013-04-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/360/365/GCA_000360365.1_Stap_aure_M0200_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/360/365/GCF_000360365.1_Stap_aure_M0200_V1
58,GCA_000360385.1,9,11,20,Staphylococcus aureus M0210,Bacteria;Terrabacteria group;Firmicutes,M0210,SAMN01125834,PRJNA173469,Scaffold,2.87672,32.9,,ANZL01,5.0,2694.0,2013-04-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/360/385/GCA_000360385.1_Stap_aure_M0210_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/360/385/GCF_000360385.1_Stap_aure_M0210_V1
59,GCA_000360405.1,9,11,20,Staphylococcus aureus M0212,Bacteria;Terrabacteria group;Firmicutes,M0212,SAMN00809167,PRJNA88939,Scaffold,2.89195,32.9,,AJCH01,5.0,2745.0,2013-04-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/360/405/GCA_000360405.1_Stap_aure_M0212_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/360/405/GCF_000360405.1_Stap_aure_M0212_V1
60,GCA_000360425.1,9,11,20,Staphylococcus aureus M0213,Bacteria;Terrabacteria group;Firmicutes,M0213,SAMN01125835,PRJNA173470,Scaffold,2.86646,32.9,,ANZM01,4.0,2712.0,2013-04-12T10:18:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/360/425/GCA_000360425.1_Stap_aure_M0213_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/360/425/GCF_000360425.1_Stap_aure_M0213_V1
61,GCA_000360445.1,9,11,20,Staphylococcus aureus M0216,Bacteria;Terrabacteria group;Firmicutes,M0216,SAMN00809168,PRJNA88941,Scaffold,2.88395,33.0,,AJCI01,4.0,2712.0,2013-04-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/360/445/GCA_000360445.1_Stap_aure_M0216_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/360/445/GCF_000360445.1_Stap_aure_M0216_V1
62,GCA_000360465.1,3,13,16,Staphylococcus aureus M0221,Bacteria;Terrabacteria group;Firmicutes,M0221,SAMN00792141,PRJNA88589,Scaffold,2.92558,32.8,,AIWC01,5.0,2775.0,2013-04-12T10:18:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/360/465/GCA_000360465.1_Stap_aure_M0221_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/360/465/GCF_000360465.1_Stap_aure_M0221_V1
63,GCA_000360485.1,9,11,20,Staphylococcus aureus M0235,Bacteria;Terrabacteria group;Firmicutes,M0235,SAMN00809169,PRJNA88943,Scaffold,2.8547,32.9,,AJCJ01,3.0,2681.0,2013-04-12T10:18:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/360/485/GCA_000360485.1_Stap_aure_M0235_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/360/485/GCF_000360485.1_Stap_aure_M0235_V1
64,GCA_000360505.1,9,12,21,Staphylococcus aureus M0237,Bacteria;Terrabacteria group;Firmicutes,M0237,SAMN00792142,PRJNA88591,Scaffold,2.90231,32.9,,AIWD01,6.0,2761.0,2013-04-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/360/505/GCA_000360505.1_Stap_aure_M0237_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/360/505/GCF_000360505.1_Stap_aure_M0237_V1
65,GCA_000360525.1,12,13,25,Staphylococcus aureus M0239,Bacteria;Terrabacteria group;Firmicutes,M0239,SAMN00792143,PRJNA88593,Scaffold,2.74729,32.8,,AIWE01,2.0,2595.0,2013-04-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/360/525/GCA_000360525.1_Stap_aure_M0239_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/360/525/GCF_000360525.1_Stap_aure_M0239_V1
66,GCA_000360545.1,9,12,21,Staphylococcus aureus M0240,Bacteria;Terrabacteria group;Firmicutes,M0240,SAMN01125836,PRJNA173471,Scaffold,2.86164,32.9,,ANZN01,11.0,2722.0,2013-04-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/360/545/GCA_000360545.1_Stap_aure_M0240_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/360/545/GCF_000360545.1_Stap_aure_M0240_V1
67,GCA_000360565.1,9,11,20,Staphylococcus aureus M0250,Bacteria;Terrabacteria group;Firmicutes,M0250,SAMN00809170,PRJNA88945,Scaffold,2.89569,32.9,,AJCK01,2.0,2745.0,2013-04-12T10:18:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/360/565/GCA_000360565.1_Stap_aure_M0250_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/360/565/GCF_000360565.1_Stap_aure_M0250_V1
68,GCA_000360585.1,11,13,24,Staphylococcus aureus M0252,Bacteria;Terrabacteria group;Firmicutes,M0252,SAMN00792144,PRJNA88595,Scaffold,2.80001,32.8,,AIWF01,2.0,2607.0,2013-04-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/360/585/GCA_000360585.1_Stap_aure_M0252_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/360/585/GCF_000360585.1_Stap_aure_M0252_V1
69,GCA_000360605.1,9,12,21,Staphylococcus aureus M0270,Bacteria;Terrabacteria group;Firmicutes,M0270,SAMN01125837,PRJNA173472,Scaffold,2.93518,32.9,,ANZO01,13.0,2823.0,2013-04-12T10:19:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/360/605/GCA_000360605.1_Stap_aure_M0270_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/360/605/GCF_000360605.1_Stap_aure_M0270_V1
70,GCA_000360625.1,9,11,20,Staphylococcus aureus M0273,Bacteria;Terrabacteria group;Firmicutes,M0273,SAMN01125838,PRJNA173473,Scaffold,2.89168,33.0,,ANZP01,7.0,2731.0,2013-04-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/360/625/GCA_000360625.1_Stap_aure_M0273_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/360/625/GCF_000360625.1_Stap_aure_M0273_V1
71,GCA_000360645.1,10,11,21,Staphylococcus aureus M0279,Bacteria;Terrabacteria group;Firmicutes,M0279,SAMN01125839,PRJNA173474,Scaffold,2.88082,32.9,,ANZQ01,4.0,2727.0,2013-04-12T10:19:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/360/645/GCA_000360645.1_Stap_aure_M0279_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/360/645/GCF_000360645.1_Stap_aure_M0279_V1
72,GCA_000360665.1,9,12,21,Staphylococcus aureus M0280,Bacteria;Terrabacteria group;Firmicutes,M0280,SAMN00809172,PRJNA88949,Scaffold,2.93433,32.9,,AJCM01,12.0,2819.0,2013-04-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/360/665/GCA_000360665.1_Stap_aure_M0280_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/360/665/GCF_000360665.1_Stap_aure_M0280_V1
73,GCA_000360685.1,9,12,21,Staphylococcus aureus M0288,Bacteria;Terrabacteria group;Firmicutes,M0288,SAMN01125840,PRJNA173475,Scaffold,2.93381,33.1,,ANZR01,8.0,2781.0,2013-04-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/360/685/GCA_000360685.1_Stap_aure_M0288_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/360/685/GCF_000360685.1_Stap_aure_M0288_V1
74,GCA_000360705.1,9,11,20,Staphylococcus aureus M0306,Bacteria;Terrabacteria group;Firmicutes,M0306,SAMN00809173,PRJNA88951,Scaffold,2.89913,32.9,,AJCN01,2.0,2756.0,2013-04-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/360/705/GCA_000360705.1_Stap_aure_M0306_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/360/705/GCF_000360705.1_Stap_aure_M0306_V1
75,GCA_000360725.1,3,13,16,Staphylococcus aureus M0312,Bacteria;Terrabacteria group;Firmicutes,M0312,SAMN01125841,PRJNA173476,Scaffold,2.9861,32.9,,ANZS01,5.0,2849.0,2013-04-12T10:19:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/360/725/GCA_000360725.1_Stap_aure_M0312_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/360/725/GCF_000360725.1_Stap_aure_M0312_V1
76,GCA_000360745.1,9,12,21,Staphylococcus aureus M0326,Bacteria;Terrabacteria group;Firmicutes,M0326,SAMN00792145,PRJNA88597,Scaffold,2.92954,33.0,,AIWG01,11.0,2762.0,2013-04-12T10:19:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/360/745/GCA_000360745.1_Stap_aure_M0326_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/360/745/GCF_000360745.1_Stap_aure_M0326_V1
77,GCA_000360765.1,9,11,20,Staphylococcus aureus M0328,Bacteria;Terrabacteria group;Firmicutes,M0328,SAMN00792146,PRJNA88599,Scaffold,2.91502,33.1,,AIWH01,4.0,2766.0,2013-04-12T10:19:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/360/765/GCA_000360765.1_Stap_aure_M0328_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/360/765/GCF_000360765.1_Stap_aure_M0328_V1
78,GCA_000360785.1,9,11,20,Staphylococcus aureus M0329,Bacteria;Terrabacteria group;Firmicutes,M0329,SAMN00792147,PRJNA88601,Scaffold,2.93702,32.8,,AIWI01,10.0,2787.0,2013-04-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/360/785/GCA_000360785.1_Stap_aure_M0329_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/360/785/GCF_000360785.1_Stap_aure_M0329_V1
79,GCA_000360805.1,9,12,21,Staphylococcus aureus M0330,Bacteria;Terrabacteria group;Firmicutes,M0330,SAMN00792149,PRJNA88603,Scaffold,2.85525,32.9,,AIWJ01,4.0,2680.0,2013-04-12T10:20:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/360/805/GCA_000360805.1_Stap_aure_M0330_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/360/805/GCF_000360805.1_Stap_aure_M0330_V1
80,GCA_000360825.1,9,12,21,Staphylococcus aureus M0334,Bacteria;Terrabacteria group;Firmicutes,M0334,SAMN00809174,PRJNA88953,Scaffold,2.97122,33.2,,AJCO01,7.0,2790.0,2013-04-12T10:20:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/360/825/GCA_000360825.1_Stap_aure_M0334_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/360/825/GCF_000360825.1_Stap_aure_M0334_V1
81,GCA_000360845.1,3,13,16,Staphylococcus aureus M0340,Bacteria;Terrabacteria group;Firmicutes,M0340,SAMN00792150,PRJNA88605,Scaffold,2.93354,32.8,,AIWK01,5.0,2805.0,2013-04-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/360/845/GCA_000360845.1_Stap_aure_M0340_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/360/845/GCF_000360845.1_Stap_aure_M0340_V1
82,GCA_000360865.1,9,11,20,Staphylococcus aureus M0347,Bacteria;Terrabacteria group;Firmicutes,M0347,SAMN00792151,PRJNA88607,Scaffold,2.88313,32.9,,AIWL01,4.0,2735.0,2013-04-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/360/865/GCA_000360865.1_Stap_aure_M0347_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/360/865/GCF_000360865.1_Stap_aure_M0347_V1
83,GCA_000360885.1,9,12,21,Staphylococcus aureus M0350,Bacteria;Terrabacteria group;Firmicutes,M0350,SAMN00809175,PRJNA88955,Scaffold,2.96313,33.2,,AJCP01,5.0,2771.0,2013-04-12T10:20:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/360/885/GCA_000360885.1_Stap_aure_M0350_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/360/885/GCF_000360885.1_Stap_aure_M0350_V1
84,GCA_000360905.1,9,11,20,Staphylococcus aureus M0351,Bacteria;Terrabacteria group;Firmicutes,M0351,SAMN00809176,PRJNA88957,Scaffold,2.88753,32.9,,AJCQ01,9.0,2738.0,2013-04-12T10:20:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/360/905/GCA_000360905.1_Stap_aure_M0351_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/360/905/GCF_000360905.1_Stap_aure_M0351_V1
85,GCA_000360925.1,9,11,20,Staphylococcus aureus M0363,Bacteria;Terrabacteria group;Firmicutes,M0363,SAMN00809178,PRJNA88959,Scaffold,2.87958,32.9,,AJCR01,3.0,2724.0,2013-04-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/360/925/GCA_000360925.1_Stap_aure_M0363_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/360/925/GCF_000360925.1_Stap_aure_M0363_V1
86,GCA_000360945.1,9,11,20,Staphylococcus aureus M0364,Bacteria;Terrabacteria group;Firmicutes,M0364,SAMN00792152,PRJNA88609,Scaffold,2.86513,32.8,,AIWM01,7.0,2732.0,2013-04-12T10:20:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/360/945/GCA_000360945.1_Stap_aure_M0364_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/360/945/GCF_000360945.1_Stap_aure_M0364_V1
87,GCA_000360965.1,9,11,20,Staphylococcus aureus M0367,Bacteria;Terrabacteria group;Firmicutes,M0367,SAMN00809179,PRJNA88961,Scaffold,2.90987,32.9,,AJCS01,4.0,2779.0,2013-04-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/360/965/GCA_000360965.1_Stap_aure_M0367_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/360/965/GCF_000360965.1_Stap_aure_M0367_V1
88,GCA_000360985.1,9,12,21,Staphylococcus aureus M0374,Bacteria;Terrabacteria group;Firmicutes,M0374,SAMN00809180,PRJNA88963,Scaffold,2.88462,33.0,,AJCT01,4.0,2730.0,2013-04-12T10:21:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/360/985/GCA_000360985.1_Stap_aure_M0374_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/360/985/GCF_000360985.1_Stap_aure_M0374_V1
89,GCA_000361005.1,9,12,21,Staphylococcus aureus M0375,Bacteria;Terrabacteria group;Firmicutes,M0375,SAMN00809181,PRJNA88965,Scaffold,2.93467,33.0,,AJCU01,14.0,2787.0,2013-04-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/361/005/GCA_000361005.1_Stap_aure_M0375_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/361/005/GCF_000361005.1_Stap_aure_M0375_V1
90,GCA_000361025.1,9,11,20,Staphylococcus aureus M0391,Bacteria;Terrabacteria group;Firmicutes,M0391,SAMN00792153,PRJNA88611,Scaffold,2.9013,32.9,,AIWN01,8.0,2753.0,2013-04-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/361/025/GCA_000361025.1_Stap_aure_M0391_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/361/025/GCF_000361025.1_Stap_aure_M0391_V1
91,GCA_000361045.1,9,13,22,Staphylococcus aureus M0396,Bacteria;Terrabacteria group;Firmicutes,M0396,SAMN00809182,PRJNA88967,Scaffold,2.77558,32.8,,AJCV01,6.0,2600.0,2013-04-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/361/045/GCA_000361045.1_Stap_aure_M0396_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/361/045/GCF_000361045.1_Stap_aure_M0396_V1
92,GCA_000361065.1,9,11,20,Staphylococcus aureus M0404,Bacteria;Terrabacteria group;Firmicutes,M0404,SAMN01125842,PRJNA173477,Scaffold,2.93265,32.9,,ANZT01,7.0,2794.0,2013-04-12T10:21:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/361/065/GCA_000361065.1_Stap_aure_M0404_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/361/065/GCF_000361065.1_Stap_aure_M0404_V1
93,GCA_000361085.1,23,13,36,Staphylococcus aureus M0408,Bacteria;Terrabacteria group;Firmicutes,M0408,SAMN00792154,PRJNA88613,Scaffold,2.93284,32.9,,AIWO01,9.0,2726.0,2013-04-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/361/085/GCA_000361085.1_Stap_aure_M0408_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/361/085/GCF_000361085.1_Stap_aure_M0408_V1
94,GCA_000361105.1,9,12,21,Staphylococcus aureus M0415,Bacteria;Terrabacteria group;Firmicutes,M0415,SAMN01125843,PRJNA173478,Scaffold,2.89931,32.9,,ANZU01,9.0,2775.0,2013-04-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/361/105/GCA_000361105.1_Stap_aure_M0415_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/361/105/GCF_000361105.1_Stap_aure_M0415_V1
95,GCA_000361125.1,4,14,18,Staphylococcus aureus M0424,Bacteria;Terrabacteria group;Firmicutes,M0424,SAMN00809183,PRJNA88969,Scaffold,2.96017,32.9,,AJCW01,6.0,2843.0,2013-04-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/361/125/GCA_000361125.1_Stap_aure_M0424_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/361/125/GCF_000361125.1_Stap_aure_M0424_V1
96,GCA_000361145.1,9,11,20,Staphylococcus aureus M0427,Bacteria;Terrabacteria group;Firmicutes,M0427,SAMN00792155,PRJNA88615,Scaffold,2.83873,32.9,,AIWP01,2.0,2668.0,2013-04-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/361/145/GCA_000361145.1_Stap_aure_M0427_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/361/145/GCF_000361145.1_Stap_aure_M0427_V1
97,GCA_000361165.1,10,12,22,Staphylococcus aureus M0438,Bacteria;Terrabacteria group;Firmicutes,M0438,SAMN00809184,PRJNA88971,Scaffold,2.84156,32.8,,AJCX01,5.0,2674.0,2013-04-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/361/165/GCA_000361165.1_Stap_aure_M0438_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/361/165/GCF_000361165.1_Stap_aure_M0438_V1
98,GCA_000361185.1,9,12,21,Staphylococcus aureus M0450,Bacteria;Terrabacteria group;Firmicutes,M0450,SAMN00792156,PRJNA88617,Scaffold,2.90515,33.0,,AIWQ01,7.0,2738.0,2013-04-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/361/185/GCA_000361185.1_Stap_aure_M0450_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/361/185/GCF_000361185.1_Stap_aure_M0450_V1
99,GCA_000361205.1,11,13,24,Staphylococcus aureus M0455,Bacteria;Terrabacteria group;Firmicutes,M0455,SAMN01125844,PRJNA173479,Scaffold,2.75766,32.9,,ANZV01,3.0,2579.0,2013-04-12T10:22:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/361/205/GCA_000361205.1_Stap_aure_M0455_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/361/205/GCF_000361205.1_Stap_aure_M0455_V1
100,GCA_000361225.1,9,12,21,Staphylococcus aureus M0460,Bacteria;Terrabacteria group;Firmicutes,M0460,SAMN01125845,PRJNA173480,Scaffold,2.88721,32.9,,ANZW01,7.0,2739.0,2013-04-12T10:22:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/361/225/GCA_000361225.1_Stap_aure_M0460_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/361/225/GCF_000361225.1_Stap_aure_M0460_V1
101,GCA_000361245.1,9,11,20,Staphylococcus aureus M0467,Bacteria;Terrabacteria group;Firmicutes,M0467,SAMN00792157,PRJNA88619,Scaffold,2.84905,32.9,,AIWR01,6.0,2695.0,2013-04-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/361/245/GCA_000361245.1_Stap_aure_M0467_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/361/245/GCF_000361245.1_Stap_aure_M0467_V1
102,GCA_000361265.1,3,13,16,Staphylococcus aureus M0468,Bacteria;Terrabacteria group;Firmicutes,M0468,SAMN00792158,PRJNA88621,Scaffold,2.99718,32.9,,AIWS01,5.0,2845.0,2013-04-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/361/265/GCA_000361265.1_Stap_aure_M0468_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/361/265/GCF_000361265.1_Stap_aure_M0468_V1
103,GCA_000361285.1,10,13,23,Staphylococcus aureus M0478,Bacteria;Terrabacteria group;Firmicutes,M0478,SAMN00792160,PRJNA88623,Scaffold,2.87986,32.9,,AIWT01,9.0,2714.0,2013-04-12T10:22:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/361/285/GCA_000361285.1_Stap_aure_M0478_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/361/285/GCF_000361285.1_Stap_aure_M0478_V1
104,GCA_000361305.1,9,11,20,Staphylococcus aureus M0489,Bacteria;Terrabacteria group;Firmicutes,M0489,SAMN00792161,PRJNA88625,Scaffold,2.97778,33.0,,AIWU01,16.0,2868.0,2013-04-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/361/305/GCA_000361305.1_Stap_aure_M0489_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/361/305/GCF_000361305.1_Stap_aure_M0489_V1
105,GCA_000361325.1,9,11,20,Staphylococcus aureus M0493,Bacteria;Terrabacteria group;Firmicutes,M0493,SAMN01125846,PRJNA173481,Scaffold,2.87699,32.8,,ANZX01,4.0,2723.0,2013-04-12T10:23:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/361/325/GCA_000361325.1_Stap_aure_M0493_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/361/325/GCF_000361325.1_Stap_aure_M0493_V1
106,GCA_000361345.1,10,13,23,Staphylococcus aureus M0494,Bacteria;Terrabacteria group;Firmicutes,M0494,SAMN00792162,PRJNA88627,Scaffold,2.80805,32.9,,AIWV01,2.0,2651.0,2013-04-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/361/345/GCA_000361345.1_Stap_aure_M0494_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/361/345/GCF_000361345.1_Stap_aure_M0494_V1
107,GCA_000361365.1,9,11,20,Staphylococcus aureus M0510,Bacteria;Terrabacteria group;Firmicutes,M0510,SAMN00809186,PRJNA88975,Scaffold,2.97949,32.9,,AJCZ01,6.0,2841.0,2013-04-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/361/365/GCA_000361365.1_Stap_aure_M0510_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/361/365/GCF_000361365.1_Stap_aure_M0510_V1
108,GCA_000361385.1,24,12,36,Staphylococcus aureus M0513,Bacteria;Terrabacteria group;Firmicutes,M0513,SAMN00809187,PRJNA88977,Scaffold,2.93285,32.9,,AJDA01,1.0,2724.0,2013-04-12T10:23:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/361/385/GCA_000361385.1_Stap_aure_M0513_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/361/385/GCF_000361385.1_Stap_aure_M0513_V1
109,GCA_000361405.1,9,11,20,Staphylococcus aureus M0528,Bacteria;Terrabacteria group;Firmicutes,M0528,SAMN00809030,PRJNA88663,Scaffold,2.95934,32.9,,AIXB01,17.0,2825.0,2013-04-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/361/405/GCA_000361405.1_Stap_aure_M0528_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/361/405/GCF_000361405.1_Stap_aure_M0528_V1
110,GCA_000361425.1,9,12,21,Staphylococcus aureus M0529,Bacteria;Terrabacteria group;Firmicutes,M0529,SAMN00809072,PRJNA88727,Scaffold,2.93128,33.0,,AIYH01,7.0,2781.0,2013-04-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/361/425/GCA_000361425.1_Stap_aure_M0529_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/361/425/GCF_000361425.1_Stap_aure_M0529_V1
111,GCA_000361445.1,1,11,12,Staphylococcus aureus M0531,Bacteria;Terrabacteria group;Firmicutes,M0531,SAMN00809041,PRJNA88665,Scaffold,2.87133,32.8,,AIXC01,4.0,2724.0,2013-04-12T10:23:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/361/445/GCA_000361445.1_Stap_aure_M0531_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/361/445/GCF_000361445.1_Stap_aure_M0531_V1
