Assembly, pident, qcovs, Qval,Strain,Size (Mb),WGS,Scaffolds,Genes,Proteins
GCA_000529835.1,25,12,37,M0594,2.93824,JBAK01,6,3028,2830
GCA_000529875.1,9,12,21,M0608,2.95814,JBAJ01,16,3066,2890
GCA_000529915.1,9,11,20,M0620,2.89026,JBAI01,20,3005,2832
GCA_000529935.1,9,11,20,M0371,2.91031,JBAH01,24,3051,2877
GCA_000529995.1,9,11,20,M0379,2.87176,JBAG01,14,3018,2852
GCA_000530035.1,9,12,21,M0395,2.92279,JBAF01,9,3015,2854
GCA_000530075.1,10,13,23,M0407,2.81179,JBAE01,11,2940,2776
GCA_000530155.1,9,11,20,M0418,2.83641,JBAD01,20,2959,2798
GCA_000530185.1,9,12,21,M0432,2.90982,JBAC01,27,3074,2902
GCA_000530275.1,12,14,26,M0443,2.76824,JBAB01,11,2897,2711
GCA_000530315.1,10,12,22,M0456,2.894,JBAA01,10,3028,2862
GCA_000530395.1,10,13,23,M0473,2.82314,JAZZ01,5,2925,2765
GCA_000530445.1,9,11,20,M0492,2.87304,JAZY01,21,3023,2863
GCA_000530515.1,9,11,20,M0243,2.83869,JAZX01,16,2968,2807
GCA_000530545.1,9,11,20,M0253,2.83424,JAZW01,16,2962,2808
GCA_000530615.1,9,11,20,M0268,2.87106,JAZV01,13,3021,2862
GCA_000530635.1,4,13,17,M0284,2.95846,JAZU01,10,3157,2976
GCA_000530665.1,9,13,22,M0299,2.90879,JAZT01,26,3083,2911
GCA_000530705.1,9,12,21,M0311,2.9356,JAZS01,21,3090,2920
GCA_000530775.1,9,12,21,M0332,2.8795,JAZR01,12,3023,2851
GCA_000530815.1,9,11,20,M0343,2.8948,JAZQ01,16,3021,2860
GCA_000530865.1,3,13,16,M0352,2.92579,JAZP01,13,3106,2945
GCA_000530925.1,9,11,20,M0365,2.87513,JAZO01,11,3012,2858
GCA_000530965.1,10,12,22,M0121,2.87058,JAZN01,22,3029,2872
GCA_000530995.1,9,12,21,M0130,2.90575,JAZM01,33,3060,2891
GCA_000531015.1,9,13,22,M0139,2.73804,JAZL01,11,2827,2671
GCA_000531035.1,9,11,20,M0152,2.87705,JAZK01,15,3025,2865
GCA_000531065.1,9,11,20,M0167,2.87728,JAZJ01,15,3029,2860
GCA_000531115.1,9,12,21,M0176,2.91561,JAZI01,14,3059,2894
GCA_000531155.1,9,11,20,M0190,2.88777,JAZH01,13,3008,2838
GCA_000531215.1,9,11,20,M0195,2.90781,JAZG01,22,3035,2874
GCA_000531265.1,9,12,21,M0222,2.93261,JAZF01,17,3086,2925
GCA_000531325.1,9,11,20,M0238,2.91192,JAZE01,14,3071,2911
GCA_000531375.1,3,13,16,M0002,2.93591,JAZD01,7,3126,2962
GCA_000531465.1,10,13,23,M0015,2.95312,JAZC01,25,3147,2967
GCA_000531495.1,9,11,20,M0023,2.87489,JAZB01,13,3019,2849
GCA_000531555.1,9,12,21,M0032,2.92123,JAZA01,22,3075,2906
GCA_000531615.1,3,13,16,M0047,2.9599,JAYZ01,17,3161,3008
GCA_000531665.1,3,14,17,M0059,2.96617,JAYY01,24,3166,2969
GCA_000531735.1,10,12,22,M0078,2.88429,JAYX01,19,3048,2882
GCA_000531775.1,3,13,16,M0088,2.94518,JAYW01,9,3138,2974
GCA_000531835.1,9,12,21,M0105,2.94974,JAYV01,10,3093,2932
GCA_000531855.1,3,13,16,M0113,2.96919,JAYU01,22,3135,2987
GCA_000531875.1,24,15,39,M0745,2.83122,JAYT01,14,2928,2750
GCA_000531895.1,10,12,22,M0776,2.82853,JAYS01,20,2968,2808
GCA_000531915.1,9,12,21,M0787,2.89357,JAYR01,27,3052,2882
GCA_000531935.1,9,11,20,M0803,2.8746,JAYQ01,18,3024,2864
GCA_000531955.1,9,11,20,M0816,2.93816,JAYP01,22,3077,2891
GCA_000531975.1,9,11,20,M0827,2.85924,JAYO01,14,3006,2845
GCA_000531995.1,9,12,21,M0849,2.90884,JAYN01,11,3031,2869
GCA_000532015.1,9,12,21,M0860,2.98317,JAYM01,24,3187,3004
GCA_000532035.1,10,12,22,M0864,2.88573,JAYL01,21,3044,2885
GCA_000532055.1,9,12,21,M0874,2.92534,JAYK01,16,3076,2904
GCA_000532075.1,9,12,21,M0884,2.85529,JAYJ01,20,3009,2847
GCA_000532095.1,23,15,38,M0896,2.83392,JAYI01,17,2927,2738
GCA_000532115.1,9,11,20,M0908,2.90345,JAYH01,18,3040,2875
GCA_000532135.1,9,11,20,M0915,2.83601,JAYG01,5,2938,2774
GCA_000532155.1,9,12,21,M0938,2.92033,JAYF01,19,3083,2910
GCA_000532175.1,10,11,21,M0950,2.88618,JAYE01,13,3030,2870
GCA_000532195.1,9,12,21,M0962,2.99306,JAYD01,25,3160,2973
GCA_000532215.1,9,12,21,M0973,2.87791,JAYC01,18,3021,2862
GCA_000532235.1,9,11,20,M0977,2.93373,JAYB01,21,3104,2938
GCA_000532255.1,9,12,21,M0986,2.92989,JAYA01,19,3058,2887
GCA_000532275.1,9,11,20,M1001,2.88753,JAXZ01,13,3030,2870
GCA_000532295.1,9,12,21,M1020,2.91692,JAXY01,26,3066,2897
GCA_000532315.1,9,11,20,M1042,2.91372,JAXX01,25,3041,2866
GCA_000532335.1,9,11,20,M1052,2.93174,JAXW01,22,3077,2915
GCA_000532355.1,9,11,20,M1072,2.85869,JAXV01,20,3008,2848
GCA_000532375.1,9,11,20,M1086,2.87674,JAXU01,15,3033,2872
GCA_000532395.1,10,11,21,M1098,2.91836,JAXT01,20,3064,2899
GCA_000532415.1,10,11,21,M1104,2.94075,JAXS01,17,3081,2915
GCA_000532435.1,3,14,17,M1375,2.92385,JAXR01,15,3080,2911
GCA_000532455.1,10,12,22,M1376,2.90147,JAXQ01,11,3021,2861
GCA_000532475.1,9,11,20,M1381,2.86777,JAXP01,20,3031,2870
GCA_000532495.1,9,12,21,M1389,2.88046,JAXO01,13,3013,2857
GCA_000532515.1,9,11,20,M1399,2.87187,JAXN01,19,3011,2853
GCA_000532535.1,10,11,21,M1426,2.93926,JAXM01,14,3059,2900
GCA_000532555.1,3,14,17,M1427,2.92753,JAXL01,13,3080,2901
GCA_000532575.1,9,11,20,M1439,2.91733,JAXK01,22,3018,2856
GCA_000532595.1,10,13,23,M1440,2.98511,JAXJ01,34,3137,2941
GCA_000532615.1,9,12,21,M1442,2.94177,JAXI01,26,3084,2890
GCA_000532635.1,9,11,20,M1114,2.86158,JAXH01,13,3001,2842
GCA_000532655.1,9,12,21,M1125,2.91856,JAXG01,27,3049,2877
GCA_000532675.1,9,12,21,M1131,2.88502,JAXF01,12,3020,2855
GCA_000532695.1,8,11,19,M1134,2.89637,JAXE01,25,3057,2884
GCA_000532715.1,9,11,20,M1135,2.88722,JAXD01,15,3033,2869
GCA_000532735.1,9,11,20,M1155,2.87687,JAXC01,21,3034,2874
GCA_000532755.1,9,12,21,M1163,2.91981,JAXB01,20,3033,2867
GCA_000532775.1,9,11,20,M1175,2.87643,JAXA01,6,3020,2859
GCA_000532795.1,9,11,20,M1176,2.85629,JAWZ01,8,3001,2851
GCA_000532815.1,9,11,20,M1177,2.94717,JAWY01,22,3081,2913
GCA_000532835.1,3,13,16,M1183,2.97368,JAWX01,9,3145,2970
GCA_000532855.1,9,11,20,M1184,2.86535,JAWW01,7,3002,2848
GCA_000532875.1,9,11,20,M1194,2.89888,JAWV01,15,3048,2882
GCA_000532895.1,9,11,20,M1196,2.87652,JAWU01,4,3019,2851
GCA_000532915.1,9,11,20,M1240,2.8954,JAWT01,27,3051,2875
GCA_000532935.1,9,11,20,M1287,2.89665,JAWS01,16,3022,2863
GCA_000532955.1,3,13,16,M1294,2.9683,JAWR01,5,3151,2976
GCA_000532975.1,9,13,22,M1299,2.95467,JAWQ01,20,3108,2934
GCA_000532995.1,9,11,20,M1300,2.86482,JAWP01,24,3024,2869
GCA_000533015.1,9,11,20,M1342,2.88995,JAWO01,12,3023,2855
GCA_000533035.1,3,13,16,M1346,2.97292,JAWN01,14,3170,2982
GCA_000533055.1,9,11,20,M1475,2.89057,JAWM01,24,3031,2875
GCA_000533075.1,9,12,21,M1479,2.94612,JAWL01,13,3099,2933
GCA_000533095.1,9,12,21,M1480,2.86778,JAWK01,19,3005,2843
GCA_000533115.1,10,11,21,M1485,2.88702,JAWJ01,21,3043,2878
GCA_000533135.1,9,11,20,M1486,2.87087,JAWI01,9,2994,2845
GCA_000533155.1,9,11,20,M1492,2.84893,JAWH01,11,2983,2824
GCA_000533175.1,9,11,20,M1499,2.85418,JAWG01,8,3001,2845
GCA_000533195.1,9,12,21,M1502,2.89903,JAWF01,28,3046,2896
GCA_000537915.1,2,10,12,SJOS6050,2.91991,JBOJ01,36,3108,2935
GCA_000537935.1,9,12,21,SJOS6052,2.86559,JBOH01,36,2996,2860
GCA_000537955.1,0,10,10,LAMC0024,2.92602,JBOG01,21,3108,2943
GCA_000537975.1,7,15,22,SJOS6053,3.0243,JBOE01,55,3164,3010
GCA_000537995.1,0,11,11,AMMC6040,2.8847,JBOC01,9,3032,2867
GCA_000538015.1,10,12,22,SJOS6071,2.92591,JBOB01,25,3074,2907
GCA_000538035.1,0,10,10,AMMC6051,2.92043,JBNZ01,17,3085,2924
GCA_000538055.1,10,11,21,GGMC6010,2.94495,JBNY01,33,3108,2932
GCA_000538075.1,10,12,22,CHAP6049,2.74054,JBNX01,33,2821,2693
GCA_000538095.1,10,12,22,PLAC6012,2.90915,JBNW01,23,3055,2885
GCA_000538115.1,7,13,20,SJOS6072,3.00905,JBNV01,36,3174,3000
GCA_000538135.1,11,13,24,WMCS6011,2.97145,JBNT01,46,3134,2956
GCA_000538155.1,11,12,23,AMMC6054,2.84484,JBNR01,16,2938,2805
GCA_000538175.1,0,10,10,SMMC0005,2.94556,JBNQ01,15,3132,2970
GCA_000538195.1,0,10,10,WMCA6041,2.94488,JBNP01,10,3128,2965
GCA_000538215.1,0,10,10,WAMC6010,2.98551,JBNO01,18,3179,3006
GCA_000538235.1,9,12,21,HBHO6042,2.87188,JBNN01,22,2992,2821
GCA_000538255.1,0,10,10,SJUD6063,2.89604,JBNM01,9,3048,2886
GCA_000538275.1,9,11,20,SJUD6053,2.9707,JBNK01,22,3142,2970
GCA_000538295.1,1,10,11,MISS6017,2.94628,JBNH01,13,3132,2963
GCA_000538315.1,9,11,20,MISS6019,2.89491,JBNG01,8,3031,2873
GCA_000538335.1,10,11,21,MISS6012,2.86926,JBNF01,18,3016,2846
GCA_000538355.1,9,12,21,HOAG6054,2.96567,JBNE01,29,3140,2965
GCA_000538375.1,10,11,21,HOAG6057,2.93143,JBND01,34,3093,2915
GCA_000538395.1,0,10,10,SJOS6076,2.90302,JBNC01,12,3062,2898
GCA_000538415.1,9,13,22,OCMM6035,2.87255,JBNA01,31,3038,2855
GCA_000538435.1,0,10,10,OCMM6037,2.91131,JBMZ01,13,3089,2930
GCA_000538455.1,0,10,10,SCOA6011,2.87366,JBMY01,8,3020,2862
GCA_000538475.1,10,11,21,WMCS6016,2.86637,JBMV01,30,3007,2823
GCA_000538495.1,0,11,11,WAMC6013,2.90337,JBMU01,10,3079,2921
GCA_000538515.1,9,11,20,WMCA6040,2.84362,JBMT01,11,2972,2810
GCA_000538535.1,10,12,22,AMMC6068,2.8933,JBMS01,35,3013,2864
GCA_000538555.1,10,11,21,UCIM6014,2.86455,JBMP01,45,2994,2848
GCA_000538575.1,0,11,11,UCIM6018,2.91123,JBMN01,26,3089,2908
GCA_000538595.1,22,12,34,WMCS6019,2.80499,JBML01,15,2899,2716
GCA_000538615.1,9,12,21,HOAG6068,2.88976,JBMJ01,19,3032,2867
GCA_000538635.1,1,10,11,PLAC6017,2.89483,JBMI01,12,3054,2892
GCA_000538655.1,0,10,10,SJUD6086,2.89692,JBMF01,13,3048,2889
GCA_000538675.1,15,17,32,CHOC6056,2.81493,JBME01,24,2940,2773
GCA_000538695.1,0,10,10,COAS6038,2.89968,JBMD01,12,3051,2899
GCA_000538715.1,10,11,21,SJOS6095,2.85945,JBMC01,31,3000,2820
GCA_000538735.1,2,10,12,SJUD6087,2.83155,JBMB01,16,2971,2805
GCA_000538755.1,9,13,22,SMMC6067,2.83989,JBMA01,38,2981,2804
GCA_000538775.1,9,12,21,SJUD6072,2.88002,JBLZ01,27,3021,2837
GCA_000538795.1,10,11,21,SJUD6074,2.92039,JBLY01,21,3049,2872
GCA_000538815.1,0,10,10,WMCS6039,2.89969,JBLX01,11,3059,2894
GCA_000538835.1,2,10,12,SJOS6100,2.85575,JBLU01,16,2993,2838
GCA_000538855.1,9,12,21,WMCS6038,2.85838,JBLT01,27,3004,2834
GCA_000538875.1,2,10,12,LPIH6021,2.88198,JBLS01,8,3021,2857
GCA_000538895.1,0,10,10,OCMM6045,2.90403,JBLR01,9,3064,2897
GCA_000538915.1,10,11,21,OCMM6046,2.89826,JBLQ01,28,3050,2872
GCA_000538935.1,5,14,19,OCMM6048,2.8741,JBLO01,21,3074,2911
GCA_000538955.1,10,11,21,OCMM6049,2.93903,JBLN01,31,3097,2920
GCA_000538975.1,0,10,10,AMMC6070,2.94531,JBLM01,15,3132,2960
GCA_000538995.1,0,10,10,AMMC6071,2.88746,JBLL01,7,3043,2880
GCA_000539015.1,0,10,10,AMMC6072,2.90038,JBLK01,13,3058,2895
GCA_000539035.1,10,11,21,AMMC6074,2.96917,JBLI01,33,3134,2948
GCA_000539055.1,0,10,10,AMMC6075,2.88495,JBLH01,14,3033,2875
GCA_000539075.1,0,10,10,MISS6110,2.87637,JBSR01,5,3030,2874
GCA_000539095.1,8,12,20,LAMC0047,2.8995,JBSQ01,20,3056,2887
GCA_000539115.1,0,10,10,LAMC0050,2.92349,JBSP01,6,3084,2925
GCA_000539135.1,9,11,20,UCIM6053,2.83602,JBSO01,22,2968,2798
GCA_000539155.1,9,11,20,UCIM6055,2.89187,JBSN01,20,3028,2868
GCA_000539175.1,7,13,20,FVRH6002,3.01261,JBSL01,35,3186,3001
GCA_000539195.1,9,11,20,SMMC6097,2.89548,JBSK01,8,3038,2876
GCA_000539215.1,10,12,22,AGEN6033,2.89394,JBSJ01,24,3023,2850
GCA_000539235.1,9,14,23,LAMC6065,2.79623,JBSI01,20,2904,2729
GCA_000539255.1,0,10,10,HOAG6084,2.9628,JBSH01,24,3131,2974
GCA_000539275.1,10,11,21,OCMM6052,2.90332,JBSG01,33,3035,2849
GCA_000539295.1,10,11,21,SJOS6003,2.88533,JBSF01,20,3027,2854
GCA_000539315.1,9,12,21,SJOS6002,2.95994,JBSE01,27,3124,2945
GCA_000539335.1,0,10,10,SJOS6001,2.93266,JBSD01,16,3084,2928
GCA_000539355.1,9,11,20,SJOS6004,2.88804,JBSC01,40,3005,2855
GCA_000539375.1,10,11,21,HOAG6005,2.8743,JBSB01,33,3008,2841
GCA_000539395.1,0,10,10,AMMC6002,2.89625,JBSA01,11,3053,2890
GCA_000539415.1,0,10,10,AMMC6003,2.93999,JBRZ01,19,3115,2951
GCA_000539435.1,10,11,21,AMMC6007,2.87045,JBRY01,46,2993,2824
GCA_000539455.1,0,10,10,AMMC6011,2.91942,JBRX01,19,3085,2921
GCA_000539475.1,0,10,10,AMMC6008,2.92757,JBRW01,15,3097,2931
GCA_000539495.1,11,12,23,SJOS6016,2.86873,JBRV01,35,3005,2836
GCA_000539515.1,2,10,12,LAMC0001,2.89219,JBRU01,9,3047,2888
GCA_000539535.1,10,11,21,SMMC6034,2.86411,JBRT01,32,2999,2830
GCA_000539555.1,12,12,24,SMMC6037,2.85928,JBRS01,29,2973,2830
GCA_000539575.1,10,12,22,SMMC6038,2.85998,JBRR01,25,2991,2820
GCA_000539595.1,9,12,21,SCLE6003,2.85013,JBRQ01,17,2975,2809
GCA_000539615.1,10,11,21,SJUD6014,3.00401,JBRP01,34,3173,2987
GCA_000539635.1,10,11,21,SJUD6010,2.85894,JBRO01,23,2991,2828
GCA_000539655.1,0,10,10,SJUD6015,2.99628,JBRN01,25,3180,3012
GCA_000539675.1,9,11,20,SJUD6018,2.93371,JBRM01,23,3088,2915
GCA_000539695.1,10,11,21,OCMM6003,2.88869,JBRL01,13,3024,2866
GCA_000539715.1,10,11,21,OCMM6002,2.90137,JBRK01,49,3017,2856
GCA_000539735.1,0,10,10,HOAG6017,2.93597,JBRJ01,13,3112,2947
GCA_000539755.1,9,11,20,LAMC0010,2.92488,JBRI01,32,3084,2908
GCA_000539775.1,7,14,21,LAMC0011,3.02127,JBRH01,45,3201,3013
GCA_000539795.1,0,10,10,LAMC0013,2.91973,JBRG01,11,3071,2920
GCA_000539815.1,0,10,10,AMMC6015,2.91769,JBRD01,15,3070,2907
GCA_000539835.1,9,11,20,AMMC6014,2.91505,JBRC01,26,3016,2872
GCA_000539855.1,10,11,21,AMMC6013,2.85179,JBRB01,17,2972,2802
GCA_000539875.1,9,11,20,WMCS6001,2.92423,JBQZ01,20,3092,2913
GCA_000539895.1,0,10,10,HBHO6002,2.8815,JBQX01,11,3034,2870
GCA_000539915.1,10,11,21,AMMC6012,2.88897,JBQU01,30,3044,2865
GCA_000539935.1,0,10,10,LPIH6001,2.90165,JBQT01,12,3058,2894
GCA_000539955.1,11,12,23,MISS6048,2.84219,JBQS01,19,2932,2792
GCA_000539975.1,11,11,22,MISS6042,2.8699,JBQR01,20,2980,2846
GCA_000539995.1,10,11,21,SJOS6022,2.84526,JBQQ01,29,2972,2806
GCA_000540015.1,10,11,21,SJOS6027,2.84043,JBQP01,36,2985,2810
GCA_000540035.1,10,12,22,OCMM6004,2.93197,JBQO01,34,3101,2915
GCA_000540055.1,0,11,11,UCIM6009,2.89269,JBQN01,9,3048,2885
GCA_000540075.1,9,11,20,KINW6001,2.87511,JBQM01,29,3015,2840
GCA_000540095.1,9,12,21,KINW6002,2.9307,JBQL01,27,3093,2921
GCA_000540115.1,0,10,10,SCOA6006,2.97275,JBQK01,14,3146,2981
GCA_000540135.1,9,11,20,SCOA6008,2.89541,JBQJ01,18,3046,2875
GCA_000540155.1,10,11,21,HOAG6025,2.88784,JBQI01,25,3029,2861
GCA_000540175.1,10,11,21,GGMC6003,2.92641,JBQH01,28,3079,2897
GCA_000540195.1,0,10,10,COAS6049,2.94345,JBQG01,15,3135,2973
GCA_000540215.1,0,10,10,KINW6003,2.92343,JBQE01,6,3084,2917
GCA_000540235.1,10,12,22,UCIM6050,2.90704,JBQC01,31,3058,2866
GCA_000540255.1,9,12,21,OCMM6015,2.88512,JBQB01,24,3022,2849
GCA_000540275.1,10,11,21,UCIM6047,2.86167,JBQA01,50,2987,2846
GCA_000540295.1,9,12,21,WAMC6046,2.85071,JBPZ01,15,2979,2814
GCA_000540315.1,9,12,21,SMMC6022,2.88622,JBPY01,22,3014,2871
GCA_000540335.1,2,10,12,MISS6033,2.84463,JBPW01,12,2982,2819
GCA_000540355.1,10,11,21,KINW6010,2.88427,JBPV01,18,3009,2852
GCA_000540375.1,7,16,23,UCIM6042,3.01827,JBPU01,55,3161,3002
GCA_000540395.1,1,10,11,COLL6021,2.89375,JBPT01,13,3055,2890
GCA_000540415.1,0,11,11,SJUD6040,2.90871,JBPR01,15,3060,2894
GCA_000540435.1,9,12,21,SJUD6028,2.89203,JBPQ01,14,3036,2873
GCA_000540455.1,9,11,20,SJUD6021,2.92793,JBPP01,36,3092,2915
GCA_000540475.1,0,11,11,LPIH6011,2.92988,JBPO01,13,3092,2929
GCA_000540495.1,10,11,21,SCLE6010,2.92489,JBPN01,32,3091,2906
GCA_000540515.1,10,11,21,SJUD6041,2.97112,JBPM01,29,3129,2945
GCA_000540535.1,0,10,10,PLAC6004,2.9464,JBPL01,18,3133,2965
GCA_000540555.1,0,10,10,SCLE6011,2.93557,JBPK01,14,3114,2951
GCA_000540575.1,9,11,20,SMMC6011,2.91516,JBPJ01,18,3065,2895
GCA_000540595.1,10,11,21,UCIM6034,2.93173,JBPI01,26,3092,2915
GCA_000540615.1,9,14,23,MISS6027,2.83143,JBPH01,34,2942,2773
GCA_000540635.1,5,11,16,COAS6020,2.73019,JBPG01,36,2846,2681
GCA_000540655.1,5,14,19,OCMM6057,2.88151,JBPE01,21,3069,2906
GCA_000540675.1,2,10,12,MISS6125,2.89154,JBPC01,10,3057,2893
GCA_000540695.1,0,10,10,UCIM6056,2.90028,JBPB01,10,3053,2891
GCA_000540715.1,9,11,20,KINW6016,2.93661,JBOZ01,16,3087,2913
GCA_000540735.1,9,11,20,FVRH6011,2.92875,JBLG01,23,3088,2914
GCA_000540755.1,10,11,21,HOAG6092,2.87948,JBLF01,16,3007,2847
GCA_000540775.1,0,10,10,SCOA6048,2.92673,JBLE01,17,3103,2946
GCA_000540795.1,11,14,25,SJOS6105,2.8194,JBLD01,35,2958,2781
GCA_000540815.1,9,11,20,SJOS6124,2.89534,JBLB01,13,3043,2879
GCA_000540835.1,0,10,10,COAS6052,2.93976,JBKZ01,16,3113,2950
GCA_000540855.1,9,12,21,SJOS6118,2.83645,JBKY01,13,2952,2788
GCA_000540875.1,9,12,21,SJOS6125,2.84423,JBKX01,28,2988,2815
GCA_000540895.1,10,11,21,COAS6053,2.86888,JBKW01,22,2989,2816
GCA_000540915.1,12,13,25,SJUD6107,2.82679,JBKU01,24,2943,2761
GCA_000540935.1,2,11,13,SJUD6111,2.85803,JBKT01,16,3005,2842
GCA_000540955.1,0,10,10,SJUD6110,2.93836,JBKS01,12,3114,2964
GCA_000540975.1,9,12,21,SJOS6126,2.94906,JBKR01,31,3105,2918
GCA_000540995.1,10,11,21,SJUD6101,2.83583,JBKQ01,23,2943,2773
GCA_000541015.1,10,11,21,SJUD6109,2.91538,JBKP01,28,3066,2897
GCA_000541035.1,0,10,10,MISS6119,2.96369,JBKO01,13,3150,2988
GCA_000541055.1,9,11,20,SMMC6076,2.94089,JBKN01,20,3101,2927
GCA_000541075.1,0,10,10,COAS6055,2.93192,JBKM01,17,3092,2922
GCA_000541095.1,10,12,22,SMMC6085,2.82986,JBKL01,32,2937,2802
GCA_000541115.1,11,12,23,COAS6060,2.87405,JBKK01,36,3018,2850
GCA_000541135.1,0,10,10,COAS6059,2.8969,JBKJ01,9,3054,2896
GCA_000541155.1,0,10,10,WMCS6055,2.89273,JBKI01,9,3050,2886
GCA_000541175.1,10,11,21,HOAG6104,2.89195,JBKH01,23,3043,2847
GCA_000541195.1,0,10,10,GGMC6049,2.94923,JBKE01,14,3133,2967
GCA_000541215.1,10,11,21,OCMM6067,2.78582,JBKD01,50,2891,2707
GCA_000541235.1,10,13,23,OCMM6066,2.78338,JBKC01,47,2897,2700
GCA_000541255.1,10,11,21,MISS6052,2.88628,JBKB01,29,3024,2836
GCA_000541275.1,2,11,13,UCIM6065,2.85704,JBKA01,13,3008,2841
GCA_000541295.1,9,12,21,UCIM6066,2.91248,JBJZ01,17,3057,2883
GCA_000541315.1,12,12,24,UCIM6069,2.89862,JBJY01,31,3058,2881
GCA_000541335.1,10,14,24,SJOS6144,2.80751,JBJW01,30,2900,2761
GCA_000541355.1,10,11,21,UCIM6070,2.90819,JBJU01,37,3044,2875
GCA_000541375.1,9,12,21,SJUD6120,2.8462,JBJG01,9,2976,2808
GCA_000541395.1,12,12,24,SJUD6124,2.81265,JBJE01,24,2946,2787
GCA_000541415.1,9,11,20,WMCA6024,2.88003,JBJD01,35,3033,2861
GCA_000541435.1,0,10,10,WMCA6025,2.94195,JBJC01,11,3125,2962
GCA_000541455.1,10,11,21,AMMC6106,2.8829,JBJB01,25,3006,2833
GCA_000541475.1,10,11,21,KINW6023,2.89089,JBJA01,33,3028,2842
GCA_000541495.1,9,12,21,KINW6027,2.85481,JBIZ01,26,2994,2821
GCA_000541515.1,9,11,20,KINB6023,2.93006,JBIY01,18,3089,2910
GCA_000541535.1,10,11,21,UCIM6084,2.85329,JBIX01,29,2962,2816
GCA_000541555.1,9,11,20,KINB6024,2.8626,JBIV01,9,3001,2840
GCA_000541575.1,9,12,21,SMMC6108,2.92899,JBIU01,34,3093,2916
GCA_000541595.1,9,11,20,AMMC6111,2.84774,JBIT01,36,2949,2800
GCA_000541615.1,10,12,22,OCMM6075,2.92917,JBIS01,21,3076,2905
GCA_000541635.1,11,12,23,FVRH6035,2.88058,JBIR01,20,3015,2838
GCA_000541655.1,10,13,23,WAMC6030,2.95677,JBIQ01,22,3121,2948
GCA_000541675.1,9,11,20,KINW6033,2.96125,JBIP01,34,3116,2944
GCA_000541695.1,10,11,21,UCIM6081,2.94412,JBIO01,44,3086,2911
GCA_000541715.1,11,13,24,LAMC6078,2.79623,JBIN01,19,2870,2734
GCA_000541735.1,10,13,23,AMMC6119,2.88088,JBIM01,36,3032,2882
GCA_000541755.1,9,12,21,OCMM6085,2.87901,JBIL01,44,3012,2855
GCA_000541775.1,0,10,10,FVRH6052,2.8995,JBIK01,8,3056,2890
GCA_000541795.1,10,11,21,LAMC6084,2.84891,JBIJ01,33,2988,2800
GCA_000541815.1,10,11,21,OCMM6090,2.85505,JBII01,22,3006,2837
GCA_000541835.1,0,10,10,MISS6057,2.88259,JBIH01,10,3030,2868
GCA_000541855.1,9,11,20,SMMC6121,2.93092,JBIG01,20,3094,2924
GCA_000541875.1,0,10,10,SCLE6029,2.92541,JBIF01,7,3102,2927
GCA_000541895.1,0,10,10,WMCS6079,2.90236,JBIE01,9,3064,2892
GCA_000541915.1,0,11,11,TUSH6007,2.94638,JBID01,12,3125,2955
GCA_000541935.1,10,12,22,SCLE6032,2.7935,JBIC01,18,2903,2736
GCA_000541955.1,10,11,21,KINW6036,2.90825,JBIA01,19,3053,2881
GCA_000541975.1,0,10,10,UCIM6101,2.92854,JBHZ01,11,3071,2948
GCA_000541995.1,1,10,11,FVRH6067,2.90247,JBHY01,9,3053,2891
GCA_000542015.1,0,10,10,FVRH6074,2.89055,JBHX01,13,3049,2887
GCA_000542035.1,11,12,23,OCMM6096,2.88861,JBHW01,19,3031,2868
GCA_000542055.1,10,12,22,OCMM6095,2.78063,JBHV01,52,2885,2689
GCA_000542075.1,0,10,10,GGMC6018,2.89988,JBHU01,8,3053,2888
GCA_000542095.1,0,10,10,COAS6087,2.97846,JBHT01,17,3157,2985
GCA_000542115.1,0,10,10,SCLE6035,2.89811,JBHS01,11,3056,2887
GCA_000542135.1,12,13,25,WMCS6087,2.87108,JBHR01,39,2986,2803
GCA_000542155.1,9,11,20,UCIM6104,2.9356,JBHQ01,22,3089,2913
GCA_000542175.1,9,11,20,AGEN6042,2.91085,JBHP01,21,3068,2898
GCA_000542195.1,9,12,21,UCIM6105,2.87645,JBHO01,20,3012,2852
GCA_000542215.1,10,11,21,MISS6092,2.85991,JBHN01,19,3001,2829
GCA_000542235.1,10,11,21,UCIM6106,2.86925,JBHM01,24,3008,2823
GCA_000542255.1,10,11,21,FVRH6065,2.91554,JBHK01,21,3022,2879
GCA_000542275.1,10,12,22,GGMC6024,2.89606,JBHJ01,27,3041,2858
GCA_000542295.1,0,10,10,WAMC6043,2.9216,JBHI01,10,3083,2923
GCA_000542315.1,0,10,10,OCMM6102,2.94175,JBHH01,10,3124,2961
GCA_000542335.1,11,11,22,UCIM6115,2.84818,JBHE01,13,2978,2809
GCA_000542355.1,24,12,36,UCIM6119,2.89389,JBHD01,46,3061,2853
GCA_000542375.1,9,12,21,KINW6040,2.94177,JBHC01,24,3088,2920
GCA_000542415.1,9,12,21,LAMC6106,2.85601,JBHA01,25,2997,2820
GCA_000542435.1,6,14,20,WAMC6102,3.02651,JBGY01,43,3195,3011
GCA_000542455.1,10,13,23,OCMM6114,2.82538,JBGX01,26,2927,2782
GCA_000542475.1,10,12,22,UCIM6123,2.7401,JBGV01,16,2835,2680
GCA_000542495.1,10,12,22,OCMM6117,2.87811,JBGT01,15,2991,2819
GCA_000542515.1,8,11,19,GGMC6026,2.93431,JBGS01,20,3080,2908
